endTime,artistName,trackName,msPlayed
2022-05-18 05:40,Phoebe Bridgers,Graceland Too,9311
2022-05-18 05:40,Phoebe Bridgers,Steamroller,37732
2022-05-18 05:45,Phoebe Bridgers,Moon Song,277676
2022-05-18 05:50,Noah Gundersen,Atlantis,319053
2022-05-18 05:53,Julien Baker,Bite The Hand,168528
2022-05-18 16:11,Gorillaz,Rhinestone Eyes,2739
2022-05-18 16:11,Rainbow Kitten Surprise,It's Called: Freefall,2902
2022-05-18 16:14,The Oh Hellos,"Soldier, Poet, King",165673
2022-05-18 16:17,Andy Grammer,Keep Your Head Up,189933
2022-05-18 16:19,Wallows,Remember When,155146
2022-05-18 16:22,Pluma,Confessions,175202
2022-05-18 16:25,Empire of the Sun,Walking On A Dream,175205
2022-05-18 23:53,Empire of the Sun,Walking On A Dream,23231
2022-05-18 23:56,The Killers,Mr. Brightside,122902
2022-05-18 23:59,mxmtoon,mona lisa,190052
2022-05-19 00:03,Grouplove,Tongue Tied,218013
2022-05-19 00:10,Mac Miller,The Spins,19700
2022-05-19 00:10,Florence + The Machine,Dog Days Are Over,251840
2022-05-19 00:13,Foster The People,Lotus Eater,165627
2022-05-19 17:46,The Backseat Lovers,Kilby Girl,3649
2022-05-19 17:46,Foster The People,Lotus Eater,17020
2022-05-19 17:48,Kendrick Lamar,BLOOD.,118066
2022-05-19 17:51,Kendrick Lamar,DNA.,185946
2022-05-19 17:54,Kendrick Lamar,YAH.,160293
2022-05-19 17:57,Kendrick Lamar,ELEMENT.,208733
2022-05-19 18:01,Kendrick Lamar,FEEL.,214826
2022-05-19 18:05,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,227360
2022-05-19 18:09,Kendrick Lamar,PRIDE.,275253
2022-05-19 18:12,Kendrick Lamar,HUMBLE.,177000
2022-05-19 18:18,Kendrick Lamar,LUST.,307880
2022-05-19 18:21,Kendrick Lamar,LOVE. FEAT. ZACARI.,213400
2022-05-19 18:25,Kendrick Lamar,XXX. FEAT. U2.,254200
2022-05-19 18:33,Kendrick Lamar,FEAR.,460573
2022-05-19 18:34,Rezz,Taste of You,16130
2022-05-19 18:34,Kendrick Lamar,GOD.,38056
2022-05-19 18:34,San Holo,"you’ve changed, i’ve changed",5560
2022-05-19 18:34,Wavedash,Status Quo,9300
2022-05-19 18:37,Kendrick Lamar,N95,195950
2022-05-19 18:41,Kendrick Lamar,Alright,219333
2022-05-19 18:44,Kendrick Lamar,DNA.,185946
2022-05-19 18:45,Kendrick Lamar,She Needs Me (Remix),46459
2022-05-19 18:48,Kendrick Lamar,Rich Spirit,202285
2022-05-19 18:49,Kendrick Lamar,We Cry Together,2229
2022-05-19 18:49,Baby Keem,range brothers (with Kendrick Lamar),9845
2022-05-19 18:49,Kendrick Lamar,XXX. FEAT. U2.,34799
2022-05-19 18:53,Kanye West,Homecoming,204026
2022-05-19 18:59,N.E.R.D,Lemon (feat. Drake) - Drake Remix,226106
2022-05-19 19:03,Mac Miller,Knock Knock,202806
2022-05-19 19:07,T-Pain,Bartender (feat. Akon),238800
2022-05-19 19:10,B.o.B,HeadBand (feat. 2 Chainz),220240
2022-05-19 19:14,DRAM,Broccoli,194459
2022-05-19 19:54,DRAM,Broccoli,30596
2022-05-19 19:57,Kodak Black,Patty Cake,198109
2022-05-19 20:01,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,227360
2022-05-19 20:04,Doja Cat,Get Into It (Yuh),138293
2022-05-19 20:18,Mac Miller,The Spins,195873
2022-05-19 20:56,The Backseat Lovers,Kilby Girl,3515
2022-05-19 20:56,Aminé,Charmander,131883
2022-05-19 21:00,Frank Ocean,Lost,234093
2022-05-19 21:02,Dominic Fike,Babydoll,97960
2022-05-19 21:42,Kevin Abstract,Peach,176732
2022-05-19 21:46,Hoodie Allen,No Interruption,215240
2022-05-19 21:47,Aminé,Heebiejeebies - Bonus,49542
2022-05-20 19:03,Aminé,Heebiejeebies - Bonus,170628
2022-05-20 19:06,Childish Gambino,IV. Sweatpants,180675
2022-05-20 19:07,MF DOOM,Rapp Snitch Knishes feat. Mr. Fantastik,10518
2022-05-20 19:07,MF DOOM,Rapp Snitch Knishes feat. Mr. Fantastik,2275
2022-05-20 19:07,"Tyler, The Creator",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),29909
2022-05-20 19:07,Dominic Fike,Chicken Tenders,1555
2022-05-20 19:07,Dominic Fike,Chicken Tenders,4388
2022-05-20 19:10,Sammy Adams,All Night Longer,177093
2022-05-20 19:13,Aminé,Spice Girl,173946
2022-05-20 19:17,BROCKHAMPTON,BOOGIE,193154
2022-05-20 19:18,"Tyler, The Creator",NEW MAGIC WAND,56809
2022-05-20 19:21,Mac Miller,Knock Knock,202806
2022-05-20 19:25,DRAM,Broccoli,225205
2022-05-20 19:30,ScHoolboy Q,Collard Greens,299960
2022-05-20 19:33,Kendrick Lamar,DNA.,185946
2022-05-20 19:36,Kendrick Lamar,HUMBLE.,177000
2022-05-20 19:39,B.o.B,HeadBand (feat. 2 Chainz),220240
2022-05-20 19:43,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,227360
2022-05-20 19:46,Doja Cat,Get Into It (Yuh),138293
2022-05-20 19:49,Childish Gambino,IV. Sweatpants,180675
2022-05-20 19:52,Kanye West,Homecoming,204026
2022-05-20 19:56,Kodak Black,Patty Cake,198109
2022-05-20 20:00,N.E.R.D,Lemon (feat. Drake) - Drake Remix,226106
2022-05-20 20:04,T-Pain,Bartender (feat. Akon),238800
2022-05-20 20:07,Mac Miller,The Spins,195873
2022-05-20 20:09,Aminé,Charmander,131883
2022-05-21 03:00,Frank Ocean,Lost,16340
2022-05-22 17:22,Mac Miller,The Spins,195873
2022-05-22 17:26,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,227360
2022-05-22 17:29,Doja Cat,Get Into It (Yuh),138293
2022-05-22 17:32,Mac Miller,Knock Knock,202806
2022-05-22 17:36,T-Pain,Bartender (feat. Akon),238800
2022-05-22 17:40,B.o.B,HeadBand (feat. 2 Chainz),220240
2022-05-22 17:43,DRAM,Broccoli,225205
2022-05-22 17:47,Iggy Azalea,Black Widow,209423
2022-05-22 17:50,Kendrick Lamar,HUMBLE.,177000
2022-05-22 17:53,Kanye West,Homecoming,204026
2022-05-22 17:57,Kodak Black,Patty Cake,198109
2022-05-22 18:00,Kendrick Lamar,DNA.,185946
2022-05-22 18:04,N.E.R.D,Lemon (feat. Drake) - Drake Remix,226106
2022-05-22 18:07,Childish Gambino,IV. Sweatpants,180675
2022-05-22 18:46,ScHoolboy Q,Collard Greens,254298
2022-05-22 18:46,Arctic Monkeys,Why'd You Only Call Me When You're High?,69
2022-05-22 18:46,Arctic Monkeys,Why'd You Only Call Me When You're High?,1184
2022-05-22 18:49,Arctic Monkeys,Why'd You Only Call Me When You're High?,161123
2022-05-22 18:53,Tame Impala,Borderline,237800
2022-05-22 18:56,Wallows,These Days,202626
2022-05-22 18:58,The Technicolors,Space Cadet,110870
2022-05-22 19:01,Wallows,Are You Bored Yet? (feat. Clairo),178000
2022-05-22 19:04,Dominic Fike,Why,139906
2022-05-22 19:17,Beach Bunny,Cloud 9,93015
2022-05-22 19:20,Van Morrison,Warm Love,203986
2022-05-22 19:23,Steely Dan,Dirty Work,187400
2022-05-22 19:24,Bob Dylan,Every Grain of Sand,23087
2022-05-22 19:27,Billy Joel,Zanzibar,218290
2022-05-22 19:28,Slightly Stoopid,Closer to the Sun,63553
2022-05-22 19:28,Dirty Heads,Vacation,3761
2022-05-22 19:32,Dirty Heads,Lay Me Down (feat. Sublime With Rome),215146
2022-05-22 19:34,Dirty Heads,West Coast,111685
2022-05-22 19:36,Shwayze,Too Late (with Dirty Heads),95294
2022-05-22 19:39,Dirty Heads,Stand Tall,191280
2022-05-22 19:39,Sugar Ray,Into Yesterday,45063
2022-05-22 21:10,Sugar Ray,Into Yesterday,206410
2022-05-22 21:13,Dirty Heads,Stand Tall,191280
2022-05-22 21:14,Dirty Heads,High Tea (feat. Jordan Miller),39214
2022-05-22 21:14,Van Morrison,Warm Love,2693
2022-05-22 21:14,Dirty Heads,Sloth's Revenge,9566
2022-05-22 21:14,Grateful Dead,Tennessee Jed - 2001 Remaster,4226
2022-05-22 21:17,King Harvest,Dancing in the Moonlight,181133
2022-05-22 21:21,Paul Simon,50 Ways to Leave Your Lover,217346
2022-05-22 21:25,George Harrison,What Is Life - Remastered 2014,264413
2022-05-22 21:30,Carole King,Bitter with the Sweet,8243
2022-05-22 21:30,Rod Stewart,Da Ya Think I'm Sexy?,30113
2022-05-22 21:30,Electric Light Orchestra,Strange Magic,247746
2022-05-22 21:36,Rod Stewart,Da Ya Think I'm Sexy?,331333
2022-05-22 21:37,Carole King,Bitter with the Sweet,61489
2022-05-22 21:41,Little River Band,Reminiscing - Remastered,253080
2022-05-22 22:13,Billy Joel,The Longest Time,217906
2022-05-22 22:17,Steely Dan,Kid Charlemagne,278800
2022-05-22 22:20,The Ozark Mountain Daredevils,Jackie Blue,149043
2022-05-23 16:17,Frank Ocean,Ivy,3168
2022-05-23 16:17,The Ozark Mountain Daredevils,Jackie Blue,101077
2022-05-23 16:17,THE ANXIETY,Meet Me At Our Spot,2113
2022-05-23 16:18,Tim Atlas,Unwind,11517
2022-05-23 16:21,Mac Miller,Knock Knock,202806
2022-05-23 16:24,Kendrick Lamar,DNA.,185946
2022-05-23 16:28,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,227360
2022-05-23 16:31,Kodak Black,Patty Cake,198109
2022-05-23 16:35,B.o.B,HeadBand (feat. 2 Chainz),220240
2022-05-23 16:39,DRAM,Broccoli,225205
2022-05-23 16:42,Childish Gambino,IV. Sweatpants,180675
2022-05-23 16:46,T-Pain,Bartender (feat. Akon),238800
2022-05-23 16:51,ScHoolboy Q,Collard Greens,299960
2022-05-23 16:53,Doja Cat,Get Into It (Yuh),138293
2022-05-23 16:58,N.E.R.D,Lemon (feat. Drake) - Drake Remix,226106
2022-05-23 17:01,Kanye West,Homecoming,204026
2022-05-23 17:02,Iggy Azalea,Black Widow,60607
2022-05-23 17:05,Kendrick Lamar,HUMBLE.,177000
2022-05-23 17:08,Mac Miller,The Spins,195873
2022-05-23 17:11,Kendrick Lamar,We Cry Together,1640
2022-05-23 17:11,Kendrick Lamar,She Needs Me (Remix),600
2022-05-23 17:11,Frank Ocean,Lost,6036
2022-05-23 17:11,Kendrick Lamar,Auntie Diaries,200
2022-05-23 17:11,Dominic Fike,Babydoll,9670
2022-05-23 17:11,Aminé,Charmander,131883
2022-05-23 17:11,Kendrick Lamar,Crown,150
2022-05-23 17:16,Kendrick Lamar,untitled 07 | 2014 - 2016,297830
2022-05-23 17:20,Kendrick Lamar,All The Stars (with SZA),232186
2022-05-23 17:25,Kendrick Lamar,Die Hard,239026
2022-05-23 17:27,Kendrick Lamar,United In Grief,144204
2022-05-23 17:27,Childish Gambino,IV. Sweatpants,3993
2022-05-23 17:31,Bas,Tribe (with J. Cole),238053
2022-05-23 17:33,J. Cole,Kevin’s Heart,125256
2022-05-23 18:37,J. Cole,Kevin’s Heart,3204
2022-05-23 18:40,Aminé,Riri,181975
2022-05-23 18:44,Cardi B,Bodak Yellow,223712
2022-05-23 18:47,B.o.B,HeadBand (feat. 2 Chainz),220240
2022-05-23 18:48,Migos,Fight Night,14696
2022-05-23 18:53,J. Cole,No Role Modelz,292799
2022-05-23 18:53,Ab-Soul,The Law (feat. Mac Miller & Rapsody),19914
2022-05-23 18:56,Mac Miller,Weekend (feat. Miguel),208080
2022-05-23 19:00,Childish Gambino,Bonfire,192946
2022-05-23 19:03,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",104516
2022-05-23 20:31,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",103097
2022-05-23 20:34,Kendrick Lamar,FEEL.,214826
2022-05-23 20:37,Kendrick Lamar,YAH.,160293
2022-05-23 20:49,Rae Sremmurd,No Type,169790
2022-05-23 22:07,Rae Sremmurd,No Type,13653
2022-05-23 22:07,Childish Gambino,IV. Sweatpants,2229
2022-05-23 22:07,Kendrick Lamar,HUMBLE.,1230
2022-05-23 22:09,Kanye West,Homecoming,111687
2022-05-23 22:09,Iggy Azalea,Black Widow,2972
2022-05-23 22:11,Doja Cat,Get Into It (Yuh),138293
2022-05-23 22:15,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,227360
2022-05-23 22:15,T-Pain,Bartender (feat. Akon),39556
2022-05-23 22:18,Charlie Burg,Channel Orange In Your Living Room,158373
2022-05-23 22:21,Tim Atlas,Tangerine,175860
2022-05-23 22:24,Isaac Dunbar,scorton's creek - re-imagined by filous,179826
2022-05-23 22:26,BROCKHAMPTON,BLEACH,97956
2022-05-23 22:26,Surfaces,Sheesh!,3157
2022-05-23 22:30,BROCKHAMPTON,FACE,259000
2022-05-23 22:33,Remi Wolf,Down The Line,174065
2022-05-23 22:35,Frank Ocean,In My Room,133680
2022-05-23 22:36,Aminé,REEL IT IN,54490
2022-05-24 17:15,Dan Auerbach,Never in My Wildest Dreams,176026
2022-05-24 17:18,Dan Auerbach,"Heartbroken, In Disrepair",201280
2022-05-24 17:19,Action Bronson,Standing in the Rain (with Mark Ronson & Dan Auerbach),57405
2022-05-24 17:22,Dan Auerbach,Run That Race,138218
2022-05-24 17:26,girl in red,bad idea!,219638
2022-05-24 17:28,The Walters,Fancy Shoes,134423
2022-05-24 17:31,Still Woozy,Kenny,194133
2022-05-24 17:33,Still Woozy,Goodie Bag,146390
2022-05-24 17:36,carpetgarden,Westside,180020
2022-05-24 17:40,Kevin Walkman,WasteUrTime,199139
2022-05-24 17:42,Surf Curse,Disco,152760
2022-05-24 17:43,Kanye West,Champion,25402
2022-05-24 17:43,Rex Orange County,Corduroy Dreams,6478
2022-05-24 17:43,Sir Chloe,Sedona,31045
2022-05-24 17:44,Mac Miller,Donald Trump,3993
2022-05-24 17:44,ScHoolboy Q,Numb Numb Juice,5317
2022-05-24 17:44,Curren$y,The Count (feat. Wiz Khalifa),17531
2022-05-24 17:48,Outkast,Ms. Jackson,270506
2022-05-24 17:51,Aminé,Woodlawn,143152
2022-05-24 17:53,Aminé,Charmander,131883
2022-05-24 17:56,Aminé,Spice Girl,173946
2022-05-24 17:59,Mac Miller,Blue World,209440
2022-05-24 18:00,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",4891
2022-05-24 18:02,Joey Bada$$,Love Is Only a Feeling,152041
2022-05-24 18:06,DRAM,Broccoli,225205
2022-05-24 18:08,Aminé,REEL IT IN,121346
2022-05-24 18:11,Kendrick Lamar,DNA.,185946
2022-05-24 21:32,Kanye West,Runaway,303187
2022-05-25 15:12,Pandas & People,Don't Stop Movin,182023
2022-05-25 15:15,Pandas & People,Out to Sea,229734
2022-05-25 15:19,Wildermiss,Supermagical,188758
2022-05-25 15:22,The Heydaze,New Religion,203586
2022-05-25 15:25,Sleep State,Tether,168866
2022-05-25 15:27,The Head And The Heart,All We Ever Knew,146264
2022-05-25 15:30,Bend Sinister,Heard It All Before,160557
2022-05-25 15:34,Pandas & People,Bad Honey,206465
2022-05-25 15:37,J.B. Boone,Hico,172117
2022-05-25 15:38,Judah & the Lion,Soak Up The Sun - Unplugged,95134
2022-05-25 15:41,The Wild Frontiers,Drive,182585
2022-05-25 15:42,Hello Apollo,Frostburg,36598
2022-05-25 16:35,Run River North,29,59001
2022-05-25 17:49,Good Old War,Every Morning,180413
2022-05-25 19:05,Pandas & People,Bourbon,202146
2022-05-26 01:47,Pandas & People,Bourbon,8591
2022-05-26 01:47,Brenton Wood,Oogum Boogum Song,8591
2022-05-26 01:50,Hoodie Allen,Champagne and Pools (feat. Blackbear & Kyle),214413
2022-05-26 01:54,bbno$,i remember,203346
2022-05-26 01:59,Kid Cudi,Mr. Rager,294226
2022-05-26 02:03,Kanye West,Bound 2,229146
2022-05-26 02:07,Childish Gambino,3005,234215
2022-05-26 02:11,Kota the Friend,Long Beach,252778
2022-05-26 02:16,Kendrick Lamar,PRIDE.,275253
2022-05-26 02:21,Childish Gambino,Redbone,326933
2022-05-26 02:25,Kanye West,Flashing Lights,237506
2022-05-26 02:30,Chance the Rapper,Cocoa Butter Kisses,307187
2022-05-26 02:36,Childish Gambino,Les,317293
2022-05-26 02:39,Oliver Tree,Swing & A Miss,179264
2022-05-26 02:39,Kanye West,Runaway,22445
2022-05-26 02:39,Childish Gambino,Bonfire,0
2022-05-26 02:39,Steve Lacy,Some,6010
2022-05-26 02:39,Gorillaz,Rhinestone Eyes,840
2022-05-26 02:43,Kendrick Lamar,N95,195950
2022-05-26 02:47,Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773
2022-05-26 02:50,KIDS SEE GHOSTS,4th Dimension,153351
2022-05-26 02:53,Kid Cudi,Up Up & Away,227346
2022-05-26 02:58,ScHoolboy Q,Collard Greens,299960
2022-05-26 02:59,Aminé,Charmander,32328
2022-05-26 03:04,J. Cole,No Role Modelz,292799
2022-05-26 03:10,Childish Gambino,3005,234215
2022-05-26 03:24,French Montana,Unforgettable,233901
2022-05-26 03:26,B.o.B,HeadBand (feat. 2 Chainz),115057
2022-05-26 04:07,B.o.B,HeadBand (feat. 2 Chainz),105089
2022-05-26 04:12,21 Savage,a lot,288624
2022-05-26 04:14,Aminé,Caroline,136785
2022-05-26 18:13,Aminé,Caroline,72861
2022-05-26 18:13,JAY-Z,Ni**as In Paris,37862
2022-05-26 18:16,Big Sean,Beware,127082
2022-05-26 18:19,Kanye West,Homecoming,203493
2022-05-26 18:20,Cali Swag District,Teach Me How to Dougie,40861
2022-05-26 18:23,Rae Sremmurd,No Type,200080
2022-05-26 18:29,Afroman,Crazy Rap (Colt 45 & 2 Zig Zags),328666
2022-05-26 18:31,Kendrick Lamar,The Heart Part 5,3800
2022-05-26 18:31,Chance the Rapper,Angels (feat. Saba),117075
2022-05-26 18:34,Rejjie Snow,ACID TRIP,188293
2022-05-26 18:37,Jelani Aryeh,Stella Brown,187415
2022-05-26 18:39,"Tyler, The Creator",ARE WE STILL FRIENDS?,85491
2022-05-26 18:43,KYLE,Don't Wanna Fall In Love,232368
2022-05-26 18:46,BROCKHAMPTON,SUGAR,204533
2022-05-26 18:49,Peach Tree Rascals,Song From Hell,183322
2022-05-26 18:53,BROCKHAMPTON,SUMMER,204939
2022-05-26 18:57,Peach Tree Rascals,Mango,191072
2022-05-26 18:59,Mac Miller,Small Worlds,140427
2022-05-27 00:58,Aminé,Charmander,36176
2022-05-27 01:03,Glass Animals,Heat Waves - Slowed,262248
2022-05-27 01:04,Glass Animals,Intruxx,55040
2022-05-27 01:07,Glass Animals,Solar Power - Spotify Singles,173889
2022-05-27 01:09,Glass Animals,Waterfalls Coming Out Your Mouth,161789
2022-05-27 01:13,Glass Animals,Hot Sugar,234865
2022-05-27 01:17,Glass Animals,Take A Slice,229717
2022-05-27 01:23,Glass Animals,Dust In Your Pocket,240293
2022-05-27 01:27,Glass Animals,Heat Waves,238805
2022-05-27 01:32,Glass Animals,Exxus,256041
2022-05-27 01:48,Glass Animals,Gooey Rework,185706
2022-05-27 01:51,Glass Animals,Your Love (Déjà Vu),234372
2022-05-27 02:55,Glass Animals,JDNT,263666
2022-05-27 02:59,Glass Animals,Tangerine,200583
2022-05-27 03:03,Glass Animals,Season 2 Episode 3,243509
2022-05-27 03:23,Glass Animals,Black Mambo,248920
2022-05-27 03:28,Glass Animals,Golden Antlers,294920
2022-05-27 03:32,Glass Animals,Holiest,201666
2022-05-27 03:35,Glass Animals,Walla Walla,217173
2022-05-27 03:40,Glass Animals,Toes,254640
2022-05-27 03:44,Glass Animals,Pork Soda,253831
2022-05-27 03:48,Glass Animals,Hazey,265893
2022-05-27 03:54,Glass Animals,The Other Side Of Paradise,320654
2022-05-27 03:59,Glass Animals,Helium,328232
2022-05-27 04:04,Glass Animals,Gooey,289306
2022-05-27 04:07,Glass Animals,I Don't Wanna Talk (I Just Wanna Dance),195190
2022-05-27 04:11,Glass Animals,Psylla,211194
2022-05-27 04:12,Glass Animals,Cocoa Hooves,47681
2022-05-27 16:09,Glass Animals,Psylla,211194
2022-05-27 16:12,Glass Animals,I Don't Wanna Talk (I Just Wanna Dance),195190
2022-05-27 16:15,Glass Animals,Heart-Shaped Box,183748
2022-05-27 16:19,Glass Animals,Pork Soda,253831
2022-05-27 16:24,Glass Animals,Pools,288733
2022-05-27 16:26,Glass Animals,Flip,80400
2022-05-27 18:00,Glass Animals,Poplar St,4411
2022-05-27 20:58,Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,4394
2022-05-28 00:31,Glass Animals,JDNT,263666
2022-05-28 00:35,Glass Animals,Waterfalls Coming Out Your Mouth,4287
2022-05-28 00:35,Glass Animals,Black Mambo,248920
2022-05-28 00:37,Glass Animals,Heat Waves - Slowed,5456
2022-05-28 00:37,Glass Animals,Intruxx,80410
2022-05-28 00:40,Glass Animals,I Don't Wanna Talk (I Just Wanna Dance),195190
2022-05-28 00:49,Glass Animals,Dust In Your Pocket,240293
2022-05-28 00:53,Glass Animals,Walla Walla,217173
2022-05-28 00:56,Glass Animals,Flip,222840
2022-05-28 01:01,Glass Animals,Exxus,6012
2022-05-28 01:01,Glass Animals,Cocoa Hooves,271906
2022-05-28 01:03,Glass Animals,Helium,101146
2022-05-28 19:42,Florence + The Machine,My Love - Dave Glass Animals Remix,0
2022-05-28 19:42,Glass Animals,Helium,325
2022-05-28 19:46,Glass Animals,Helium,240303
2022-05-28 20:28,Florence + The Machine,My Love - Dave Glass Animals Remix,210757
2022-05-28 20:32,Glass Animals,Tangerine,200583
2022-05-28 20:40,Glass Animals,Pork Soda,228227
2022-05-28 20:43,Glass Animals,Tangerine,200583
2022-05-28 20:43,Glass Animals,Pork Soda,18559
2022-05-28 20:47,Glass Animals,Toes,254640
2022-05-28 21:45,Glass Animals,The Other Side Of Paradise,320654
2022-05-28 21:50,Glass Animals,Young And Beautiful,266498
2022-05-28 21:51,Glass Animals,Hazey,63034
2022-05-28 21:58,Lord Huron,Meet Me in the Woods,262209
2022-05-28 21:59,Lord Huron,Wait by the River,25170
2022-05-28 21:59,Lord Huron,The Night We Met,38230
2022-05-28 22:03,Lord Huron,Son of a Gun,228193
2022-05-28 22:08,Lord Huron,Lost in Time and Space,284706
2022-05-28 22:12,Lord Huron,Moonbeam,259533
2022-05-28 22:17,Lord Huron,The Birds Are Singing At Night,301453
2022-05-28 22:22,Lord Huron,Ends of the Earth,284146
2022-05-28 22:27,Lord Huron,She Lit a Fire,270666
2022-05-28 22:33,Lord Huron,Love Me Like You Used To,220737
2022-05-28 22:37,Lord Huron,Last Night You Were A Dream,203000
2022-05-28 22:40,Lord Huron,Mine Forever,189676
2022-05-28 22:41,Lord Huron,We Went Wild,66524
2022-05-28 22:42,Lord Huron,Not Dead Yet,41604
2022-05-29 03:34,Lord Huron,Not Dead Yet,5015
2022-05-29 03:39,Her's,What Once Was,255067
2022-05-29 03:41,Dominic Fike,Why,139906
2022-05-29 03:44,Wallows,Are You Bored Yet? (feat. Clairo),178000
2022-05-29 03:47,Surf Curse,Disco,152760
2022-05-29 03:48,Dominic Fike,Babydoll,97960
2022-05-29 03:49,Mac DeMarco,My Kind of Woman,33524
2022-05-29 03:51,Still Woozy,Habit,153871
2022-05-29 03:54,Still Woozy,That's Life,147653
2022-05-29 03:58,Djo,Roddy,252987
2022-05-29 04:01,Grouplove,Raspberry,196026
2022-05-29 04:04,Peter McPoland,Romeo & Juliet,80
2022-05-29 04:04,Sipper,Dance In Room Song,171243
2022-05-31 01:55,Peter McPoland,Romeo & Juliet,166053
2022-05-31 01:58,Goth Babe,Weekend Friend,209454
2022-05-31 02:02,THE DRIVER ERA,Low,210445
2022-05-31 02:05,Hippo Campus,Bambi,194400
2022-05-31 02:08,Peach Pit,Alrighty Aphrodite,207813
2022-05-31 02:11,Claud,Soft Spot,188097
2022-05-31 02:15,Cage The Elephant,Cigarette Daydreams,208760
2022-05-31 02:15,The Technicolors,Space Cadet,34231
2022-05-31 14:51,The Technicolors,Space Cadet,60464
2022-05-31 14:54,Mac Miller,The Spins,195873
2022-05-31 14:58,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,227360
2022-05-31 15:09,Mac Miller,Knock Knock,202806
2022-05-31 15:13,B.o.B,HeadBand (feat. 2 Chainz),220240
2022-05-31 15:17,T-Pain,Bartender (feat. Akon),238800
2022-05-31 15:20,Iggy Azalea,Black Widow,209423
2022-05-31 15:24,Kanye West,Homecoming,204026
2022-05-31 15:27,DRAM,Broccoli,225205
2022-05-31 15:31,N.E.R.D,Lemon (feat. Drake) - Drake Remix,226106
2022-05-31 15:36,ScHoolboy Q,Collard Greens,299960
2022-05-31 15:39,Childish Gambino,IV. Sweatpants,180675
2022-05-31 15:43,Kodak Black,Patty Cake,198109
2022-05-31 15:45,Doja Cat,Get Into It (Yuh),138293
2022-05-31 15:48,Kendrick Lamar,HUMBLE.,177000
2022-05-31 15:51,Kendrick Lamar,DNA.,185946
2022-05-31 15:53,Aminé,Charmander,131883
2022-05-31 15:57,BROCKHAMPTON,1999 WILDFIRE,251250
2022-05-31 15:59,"Tyler, The Creator",NEW MAGIC WAND,17200
2022-05-31 15:59,The Backseat Lovers,Kilby Girl,71616
2022-05-31 15:59,Kendrick Lamar,BLOOD.,4470
2022-05-31 16:02,Kendrick Lamar,HUMBLE.,177000
2022-05-31 16:07,Kendrick Lamar,LUST.,307880
2022-05-31 16:08,Kendrick Lamar,LOVE. FEAT. ZACARI.,34742
2022-05-31 16:11,Childish Gambino,I.Crawl,209473
2022-05-31 16:22,Childish Gambino,II. Worldstar,244651
2022-05-31 16:24,Childish Gambino,II. Worldstar,87827
2022-05-31 16:25,Childish Gambino,Dial Up,44536
2022-05-31 16:28,Childish Gambino,I. The Worst Guys,209443
2022-05-31 17:58,Lord Huron,Long Lost,284687
2022-05-31 18:02,Lord Huron,Love Me Like You Used To,220737
2022-05-31 18:08,Lord Huron,Harvest Moon - Recorded at Spotify Studios NYC,346373
2022-05-31 18:12,Lord Huron,Ends of the Earth,284146
2022-05-31 18:15,Lord Huron,Not Dead Yet,177366
2022-05-31 18:21,Lord Huron,When the Night is Over,311226
2022-05-31 18:25,Lord Huron,The Ghost on the Shore,277240
2022-05-31 19:20,Lord Huron,Wait by the River,103271
2022-05-31 23:40,Lord Huron,Wait by the River,203636
2022-05-31 23:44,Lord Huron,I Lied (with Allison Ponthier),234383
2022-05-31 23:48,Lord Huron,Mine Forever,288283
2022-05-31 23:50,Lord Huron,The Moon Doesn’t Mind,70813
2022-05-31 23:54,Lord Huron,Emerald Star,278533
2022-05-31 23:59,Lord Huron,Lost in Time and Space,284706
2022-06-01 00:03,Lord Huron,Secret of Life,230533
2022-06-01 00:07,The Oh Hellos,Hello My Old Heart,256006
2022-06-01 00:11,Lord Huron,Meet Me in the Woods,262209
2022-06-01 00:13,Manchester Orchestra,The Sunshine,117173
2022-06-01 00:16,Sufjan Stevens,Fourth of July,8289
2022-06-01 00:16,Kishi Bashi,I Am the Antichrist to You,157395
2022-06-01 00:20,Sufjan Stevens,Mystery of Love,248964
2022-06-01 00:25,Sufjan Stevens,The Only Thing,284130
2022-06-01 00:27,Sufjan Stevens,The Greatest Gift,111716
2022-06-01 00:31,Sufjan Stevens,Should Have Known Better,252393
2022-06-01 16:34,Sufjan Stevens,Should Have Known Better,55308
2022-06-01 16:39,Sufjan Stevens,Visions of Gideon,247808
2022-06-01 16:55,Sufjan Stevens,Death with Dignity,193000
2022-06-01 16:57,Kendrick Lamar,BLOOD.,118066
2022-06-01 17:00,Kendrick Lamar,DNA.,185946
2022-06-01 17:02,Kendrick Lamar,YAH.,160293
2022-06-01 17:06,Kendrick Lamar,ELEMENT.,208733
